,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity,target
617,10.9,0.051,0.27,0.9928,7.8,52.0,3.23,6.0,1.9,0.5,195.0,0.26,1
618,10.8,0.051,0.27,0.9928,7.7,52.0,3.23,6.0,1.8,0.5,190.0,0.24,1
619,9.6,0.057,0.3,0.993,7.4,33.0,3.12,6.0,1.4,0.5,135.0,0.19,1
620,9.0,0.084,0.41,0.9993,6.5,59.0,3.18,5.0,16.8,0.58,222.0,0.46,1
621,9.0,0.083,0.43,0.9965,6.5,50.0,2.85,5.0,8.9,0.5,171.0,0.26,1
622,10.4,0.043,0.12,0.9937,5.3,22.0,3.36,6.0,6.6,0.6,141.0,0.32,1
623,11.4,0.045,0.34,0.9913,7.2,3.0,3.23,5.0,1.1,0.51,64.0,0.24,1
624,9.3,0.066,0.06,0.9934,6.0,27.0,3.26,5.0,1.4,0.55,128.0,0.36,1
626,9.1,0.096,0.12,0.9983,7.6,22.0,3.32,4.0,10.4,0.45,177.0,0.56,1
627,9.4,0.048,0.24,0.9957,7.0,31.0,3.23,6.0,6.2,0.62,228.0,0.32,1
628,9.4,0.048,0.24,0.9957,7.0,31.0,3.23,6.0,6.2,0.62,228.0,0.32,1
629,10.5,0.036,0.33,0.9916,5.8,23.0,3.18,6.0,1.2,0.6,99.0,0.31,1
632,10.7,0.04,0.33,0.9936,6.9,16.0,3.26,6.0,4.8,0.64,131.0,0.24,1
633,9.5,0.045,0.2,0.9972,6.0,45.0,3.33,5.0,12.6,0.42,187.0,0.29,1
634,10.9,0.033,0.28,0.9933,6.1,46.0,3.43,6.0,4.5,0.49,150.0,0.17,1
635,10.8,0.027,0.25,0.9934,5.9,34.0,3.49,6.0,4.5,0.51,140.0,0.14,1
636,10.8,0.037,0.28,0.9931,6.2,39.0,3.41,7.0,4.7,0.46,133.0,0.17,1
637,9.2,0.053,0.25,0.9976,7.4,25.0,3.1,5.0,11.9,0.62,148.0,0.28,1
638,10.3,0.046,0.14,0.9937,5.6,48.0,3.3,5.0,5.0,0.71,198.0,0.35,1
639,10.3,0.046,0.14,0.9937,5.8,49.0,3.3,5.0,5.8,0.71,197.0,0.335,1
640,11.0,0.047,0.29,0.991,5.6,33.0,3.34,7.0,1.2,0.5,127.0,0.235,1
641,9.0,0.054,0.25,0.9979,6.1,34.0,3.25,4.0,12.9,0.43,189.0,0.28,1
642,10.4,0.046,0.33,0.9971,6.3,68.0,3.36,6.0,13.9,0.5,179.0,0.21,1
643,9.5,0.05,0.28,0.9969,6.4,34.0,3.31,5.0,11.5,0.45,163.0,0.24,1
644,9.5,0.051,0.29,0.9968,6.4,32.0,3.31,5.0,11.4,0.45,166.0,0.24,1
645,9.0,0.058,0.25,0.9961,6.3,44.0,3.24,5.0,7.8,0.41,166.0,0.26,1
647,9.0,0.05,0.34,0.9973,7.4,57.0,3.16,6.0,12.2,0.37,146.0,0.105,1
648,10.0,0.041,0.12,0.9944,6.0,34.0,3.16,5.0,5.9,0.72,190.0,0.32,1
649,9.1,0.067,0.34,0.9986,7.1,35.0,3.07,7.0,14.4,0.53,189.0,0.26,1
650,9.1,0.067,0.34,0.9986,7.1,35.0,3.07,7.0,14.4,0.53,189.0,0.26,1
651,9.1,0.067,0.34,0.9986,7.1,35.0,3.07,7.0,14.4,0.53,189.0,0.26,1
652,9.1,0.067,0.34,0.9986,7.1,35.0,3.07,7.0,14.4,0.53,189.0,0.26,1
653,9.5,0.053,0.26,0.9972,5.9,34.0,3.34,6.0,12.3,0.45,134.0,0.24,1
654,11.4,0.048,0.37,0.9917,6.5,70.0,3.33,7.0,2.5,0.75,138.0,0.21,1
655,12.2,0.03,0.35,0.992,7.7,30.0,3.11,6.0,5.3,0.42,117.0,0.27,1
656,11.3,0.028,0.35,0.9932,9.0,27.0,3.04,6.0,4.9,0.4,95.0,0.27,1
657,10.2,0.05,0.21,0.9936,7.3,14.0,3.25,5.0,3.2,0.44,136.0,0.34,1
658,11.3,0.052,0.25,0.9915,6.6,41.0,3.24,5.0,3.1,0.4,188.0,0.27,1
660,9.4,0.049,0.26,0.9934,7.1,12.0,3.15,5.0,1.9,0.38,86.0,0.28,1
661,12.2,0.032,0.34,0.9952,6.8,47.0,3.37,7.0,14.0,0.5,133.0,0.25,1
662,9.2,0.094,0.1,0.9972,7.0,23.0,3.4,4.0,8.3,0.47,188.0,0.57,1
663,9.4,0.049,0.26,0.9934,7.1,12.0,3.15,5.0,1.9,0.38,86.0,0.28,1
664,9.6,0.052,0.38,0.9958,7.1,49.0,3.35,6.0,7.4,0.52,182.0,0.17,1
665,9.5,0.056,0.22,0.9944,7.8,24.0,3.28,5.0,1.4,0.48,130.0,0.28,1
666,12.5,0.036,0.37,0.9908,6.8,38.0,3.35,6.0,1.7,0.72,195.0,0.22,1
667,9.6,0.052,0.38,0.9958,7.1,49.0,3.35,6.0,7.4,0.52,182.0,0.17,1
668,10.0,0.047,0.25,0.9925,6.1,37.0,3.35,6.0,1.3,0.46,173.0,0.14,1
669,9.3,0.047,0.5,0.9966,6.4,60.0,3.18,5.0,11.6,0.57,211.0,0.24,1
670,9.3,0.058,0.26,0.9972,7.8,34.0,3.14,6.0,9.2,0.55,199.0,0.42,1
671,11.6,0.038,0.36,0.9912,6.6,22.0,3.29,6.0,1.7,0.57,101.0,0.28,1
673,10.6,0.038,0.3,0.9928,6.7,18.0,3.36,6.0,2.1,0.63,130.0,0.31,1
674,9.4,0.047,0.5,0.9968,6.4,57.0,3.08,5.0,10.7,0.6,206.0,0.32,1
675,9.1,0.056,0.25,0.9955,6.1,44.0,3.19,6.0,6.9,0.4,201.0,0.28,1
676,9.0,0.057,0.25,0.9981,5.9,48.0,3.23,6.0,12.0,0.41,224.0,0.29,1
677,11.8,0.033,0.38,0.991,5.8,23.0,3.42,7.0,4.75,0.42,94.0,0.32,1
678,11.8,0.033,0.38,0.991,5.8,23.0,3.42,7.0,4.75,0.42,94.0,0.32,1
679,11.8,0.033,0.38,0.991,5.7,23.0,3.42,7.0,4.75,0.42,94.0,0.32,1
680,10.0,0.043,0.14,0.992,6.7,64.0,3.17,5.0,1.4,0.39,159.0,0.28,1
682,9.5,0.052,0.25,0.997,5.9,30.0,3.24,6.0,11.3,0.44,165.0,0.25,1
684,11.2,0.052,0.31,0.9923,8.1,50.0,3.03,5.0,1.7,0.42,183.0,0.46,1
685,9.0,0.051,0.26,0.9976,6.2,54.0,3.25,5.0,13.2,0.46,201.0,0.36,1
686,10.7,0.043,0.35,0.9938,6.8,21.0,3.3,7.0,5.5,0.53,114.0,0.22,1
688,9.1,0.044,0.3,0.9972,7.2,61.0,3.14,6.0,10.7,0.5,222.0,0.28,1
689,10.8,0.039,0.37,0.9922,6.7,34.0,3.26,7.0,2.0,0.6,125.0,0.17,1
690,10.1,0.043,0.34,0.9935,6.9,25.0,3.31,4.0,1.9,0.6,136.0,0.2,1
691,9.9,0.037,0.16,0.9944,6.1,36.0,3.17,6.0,6.4,0.62,198.0,0.36,1
692,9.8,0.036,0.16,0.9942,6.0,36.0,3.17,5.0,6.3,0.62,191.0,0.36,1
693,9.8,0.036,0.14,0.9944,5.9,34.0,3.17,5.0,6.3,0.63,185.0,0.37,1
694,9.5,0.041,0.58,0.9997,7.6,51.0,3.16,6.0,17.5,0.66,225.0,0.29,1
695,9.5,0.047,0.28,0.9977,6.3,49.0,3.23,5.0,14.7,0.46,198.0,0.34,1
696,11.1,0.022,0.34,0.9912,6.7,22.0,3.23,6.0,1.0,0.57,94.0,0.19,1
697,9.5,0.039,0.51,0.9982,7.5,62.0,3.06,5.0,14.8,0.6,204.0,0.31,1
698,9.5,0.039,0.51,0.9982,7.5,62.0,3.06,5.0,14.8,0.6,204.0,0.31,1
699,9.4,0.042,0.48,0.9983,7.4,62.0,3.06,5.0,14.2,0.59,204.0,0.31,1
701,13.9,0.03,0.22,0.9894,5.9,19.0,3.41,7.0,2.4,0.78,135.0,0.34,1
702,10.1,0.042,0.18,0.9927,6.6,20.0,3.22,4.0,1.2,0.45,84.0,0.38,1
703,10.5,0.038,0.28,0.9917,6.4,30.0,3.12,6.0,1.1,0.42,110.0,0.33,1
704,12.6,0.037,0.26,0.9904,5.6,18.0,3.42,6.0,3.6,0.5,115.0,0.25,1
705,10.9,0.032,0.46,0.993,8.6,13.0,2.89,5.0,6.1,0.34,41.0,0.27,1
706,10.0,0.041,0.21,0.9941,6.2,50.0,3.15,5.0,6.3,0.6,218.0,0.31,1
707,11.2,0.046,0.45,0.9943,7.2,57.0,3.13,6.0,4.4,0.62,166.0,0.18,1
708,10.0,0.05,0.44,0.99855,7.7,44.0,3.11,6.0,13.9,0.48,130.0,0.2,1
709,9.2,0.044,0.21,0.99345,6.2,13.0,3.14,5.0,1.0,0.46,98.0,0.47,1
710,9.5,0.046,0.24,0.998,6.1,51.0,3.35,5.0,12.1,0.45,172.0,0.25,1
711,12.3,0.035,0.43,0.9916,8.2,31.0,3.1,6.0,1.6,0.5,128.0,0.27,1
712,12.3,0.035,0.43,0.9916,8.2,31.0,3.1,6.0,1.6,0.5,128.0,0.27,1
713,10.0,0.04,0.39,0.99475,6.4,57.0,3.32,5.0,7.5,0.43,213.0,0.31,1
714,10.8,0.038,0.26,0.99325,6.0,39.0,3.41,6.0,2.7,0.5,187.0,0.39,1
715,10.5,0.038,0.27,0.9933,6.2,41.0,3.49,7.0,1.7,0.71,150.0,0.21,1
716,9.2,0.048,0.31,0.9969,7.7,22.0,3.06,6.0,9.2,0.61,221.0,0.42,1
718,10.5,0.038,0.27,0.9933,6.2,41.0,3.49,7.0,1.7,0.71,150.0,0.21,1
719,10.2,0.042,0.5,0.9937,7.4,35.0,3.45,7.0,1.8,0.5,127.0,0.29,1
720,8.9,0.053,0.44,0.99685,6.6,62.0,3.02,5.0,9.0,0.45,178.0,0.29,1
721,10.4,0.046,0.44,0.99455,6.0,15.0,3.5,5.0,1.5,0.52,182.0,0.3,1
722,11.7,0.032,0.34,0.9917,6.9,23.0,3.37,6.0,1.6,0.47,128.0,0.31,1
724,10.9,0.028,0.4,0.9914,7.8,23.0,3.14,7.0,1.8,0.39,122.0,0.3,1
725,10.2,0.041,0.21,0.99225,6.4,35.0,3.15,5.0,1.2,0.46,136.0,0.39,1
726,11.7,0.038,0.31,0.99155,6.4,41.0,3.37,7.0,2.8,0.66,114.0,0.24,1
727,9.4,0.057,0.34,0.9954,7.0,19.0,2.99,5.0,8.0,0.59,101.0,0.21,1
728,10.5,0.043,0.31,0.99455,6.4,42.0,3.35,5.0,5.3,0.47,157.0,0.16,1
730,10.4,0.042,0.33,0.99695,6.5,25.0,3.35,6.0,13.8,0.56,139.0,0.23,1
732,11.1,0.022,0.45,0.9934,8.8,14.0,3.01,7.0,6.0,0.33,49.0,0.28,1
733,9.1,0.052,0.3,0.998,6.6,40.0,3.02,6.0,14.4,0.5,183.0,0.25,1
734,9.2,0.04,0.25,0.9971,6.9,28.0,3.28,5.0,9.8,0.61,191.0,0.38,1
735,9.6,0.038,0.3,0.9948,6.4,15.0,3.14,6.0,5.5,0.49,129.0,0.25,1
736,9.1,0.052,0.3,0.998,6.6,40.0,3.02,6.0,14.4,0.5,183.0,0.25,1
737,9.2,0.04,0.25,0.9971,6.9,28.0,3.28,5.0,9.8,0.61,191.0,0.38,1
738,10.8,0.021,0.31,0.99215,7.1,40.0,3.17,7.0,3.8,0.39,142.0,0.21,1
739,9.6,0.038,0.3,0.9948,6.4,15.0,3.14,6.0,5.5,0.49,129.0,0.25,1
741,11.0,0.031,0.3,0.99115,5.8,21.0,3.44,6.0,1.5,0.55,57.0,0.2,1
742,10.2,0.03,0.37,0.9932,7.0,26.0,3.28,6.0,2.0,0.61,136.0,0.2,1
743,9.4,0.034,0.25,0.9977,5.9,38.0,3.33,5.0,12.5,0.43,152.0,0.26,1
744,10.0,0.041,0.27,0.99535,7.4,24.0,3.17,5.0,7.5,0.43,160.0,0.38,1
746,10.5,0.033,0.34,0.9953,7.0,31.0,3.22,6.0,8.5,0.56,253.0,0.21,1
747,11.5,0.024,0.4,0.9928,7.2,56.0,3.04,6.0,7.6,0.32,177.0,0.29,1
748,9.8,0.049,0.38,0.9958,6.9,44.0,3.3,6.0,8.1,0.54,176.0,0.18,1
749,11.4,0.025,0.42,0.9928,7.3,51.0,3.04,6.0,7.35,0.32,175.0,0.3,1
750,11.5,0.024,0.4,0.9928,7.2,56.0,3.04,6.0,7.6,0.32,177.0,0.29,1
753,10.5,0.033,0.34,0.9953,7.0,31.0,3.22,6.0,8.5,0.56,253.0,0.21,1
755,12.2,0.032,0.44,0.9907,7.1,32.0,3.25,7.0,1.8,0.48,107.0,0.28,1
756,9.5,0.056,0.28,0.99755,5.8,45.0,3.42,5.0,11.1,0.43,175.0,0.25,1
757,9.3,0.051,0.37,0.99935,6.8,68.0,3.4,6.0,15.2,0.85,178.0,0.22,1
760,9.8,0.049,0.38,0.9958,6.9,44.0,3.3,6.0,8.1,0.54,176.0,0.18,1
761,9.8,0.05,0.38,0.99585,7.0,42.0,3.3,6.0,8.1,0.54,173.0,0.2,1
764,9.5,0.042,0.28,0.99505,6.3,36.0,3.22,6.0,5.0,0.69,168.0,0.3,1
765,11.0,0.05,0.42,0.992,7.2,35.0,2.94,6.0,1.6,0.46,135.0,0.27,1
767,10.9,0.028,0.36,0.99175,6.8,7.0,3.21,6.0,1.6,0.6,46.0,0.2,1
768,9.3,0.043,0.34,0.9962,6.7,41.0,3.42,7.0,8.8,0.4,113.0,0.11,1
769,9.3,0.043,0.34,0.9962,6.7,41.0,3.42,7.0,8.8,0.4,113.0,0.11,1
770,9.8,0.045,0.31,0.9942,6.8,29.0,3.41,7.0,5.2,0.46,120.0,0.12,1
773,9.4,0.039,0.3,0.99985,6.1,49.0,3.4,5.0,16.7,0.45,172.0,0.27,1
776,11.0,0.039,0.45,0.99215,8.3,18.0,3.02,6.0,1.5,0.56,98.0,0.14,1
777,9.0,0.052,0.19,0.99865,7.2,47.0,3.12,5.0,13.7,0.53,197.0,0.23,1
778,9.5,0.053,0.37,0.9992,6.9,59.0,3.37,7.0,15.0,0.82,178.0,0.22,1
781,9.3,0.056,0.22,0.99715,7.8,44.0,3.08,6.0,9.5,0.61,213.0,0.29,1
782,9.5,0.053,0.37,0.9992,6.9,59.0,3.37,7.0,15.0,0.82,178.0,0.22,1
784,9.0,0.052,0.19,0.99865,7.2,47.0,3.12,5.0,13.7,0.53,197.0,0.23,1
785,9.3,0.039,0.27,0.99815,7.6,31.0,3.27,6.0,10.6,0.3,119.0,0.3,1
786,9.2,0.04,0.28,0.99815,7.7,31.0,3.27,6.0,11.0,0.29,117.0,0.34,1
787,9.2,0.04,0.28,0.99815,7.7,31.0,3.27,6.0,11.0,0.29,117.0,0.34,1
788,10.0,0.037,0.16,0.9949,5.8,26.0,3.46,7.0,7.0,0.45,116.0,0.34,1
789,9.3,0.039,0.27,0.99815,7.6,31.0,3.27,6.0,10.6,0.3,119.0,0.3,1
790,9.2,0.04,0.28,0.99815,7.7,31.0,3.27,6.0,11.0,0.29,117.0,0.34,1
791,10.9,0.033,0.3,0.99225,5.9,28.0,3.39,7.0,2.0,0.69,92.0,0.24,1
792,10.0,0.046,0.08,0.99445,6.4,34.0,3.1,5.0,4.9,0.56,144.0,0.46,1
793,10.9,0.033,0.3,0.99225,5.9,28.0,3.39,7.0,2.0,0.69,92.0,0.24,1
794,9.3,0.049,0.27,0.99335,7.4,38.0,3.03,5.0,1.4,0.52,173.0,0.32,1
795,9.0,0.05,0.26,0.99625,7.2,37.0,3.09,5.0,7.3,0.43,157.0,0.31,1
796,9.2,0.054,0.23,0.9971,7.8,42.0,3.02,6.0,8.8,0.58,215.0,0.42,1
797,9.6,0.046,0.33,0.9983,6.9,47.0,3.28,6.0,12.5,0.77,153.0,0.24,1
798,9.4,0.041,0.24,0.99445,5.4,30.0,3.42,6.0,4.8,0.4,113.0,0.18,1
800,8.9,0.036,0.58,0.9977,7.8,44.0,3.06,6.0,11.2,0.41,161.0,0.27,1
801,9.3,0.048,0.49,0.9953,6.0,61.0,3.19,5.0,6.8,0.47,222.0,0.28,1
802,9.3,0.044,0.35,0.99775,6.8,57.0,3.07,5.0,11.6,0.53,220.0,0.39,1
803,9.8,0.039,0.31,0.99795,6.6,46.0,3.41,7.0,11.4,0.44,165.0,0.21,1
804,9.8,0.032,0.34,0.99505,7.3,24.0,3.22,6.0,6.6,0.46,112.0,0.32,1
805,8.9,0.036,0.58,0.9977,7.8,44.0,3.06,6.0,11.2,0.41,161.0,0.27,1
806,9.6,0.046,0.26,0.9975,6.4,57.0,3.17,5.0,13.2,0.41,205.0,0.31,1
807,9.6,0.046,0.26,0.99745,6.2,55.0,3.16,6.0,13.1,0.41,204.0,0.29,1
808,9.0,0.046,0.17,0.9976,6.0,65.0,3.15,6.0,12.0,0.38,246.0,0.39,1
809,9.5,0.046,0.26,0.99775,6.2,57.0,3.17,6.0,13.4,0.43,206.0,0.3,1
810,9.3,0.048,0.49,0.9953,6.0,61.0,3.19,5.0,6.8,0.47,222.0,0.28,1
811,9.2,0.063,0.05,0.9932,6.0,17.0,3.21,6.0,1.5,0.56,120.0,0.41,1
812,9.1,0.055,0.28,0.99405,6.4,9.0,3.42,7.0,1.1,0.5,160.0,0.35,1
813,9.5,0.045,0.32,1.0,6.5,44.0,3.38,6.0,16.5,0.46,166.0,0.26,1
814,10.5,0.072,0.24,0.99785,7.9,44.0,3.03,6.0,15.6,0.59,229.0,0.35,1
815,9.0,0.04,0.17,0.9939,6.2,24.0,3.01,5.0,2.8,0.46,125.0,0.3,1
816,11.7,0.036,0.42,0.9939,8.4,7.0,3.16,5.0,5.1,0.52,77.0,0.18,1
817,9.1,0.034,0.22,0.99675,6.6,27.0,3.2,5.0,8.9,0.51,133.0,0.56,1
818,9.0,0.04,0.17,0.9939,6.2,24.0,3.01,5.0,2.8,0.46,125.0,0.3,1
819,9.1,0.034,0.22,0.99675,6.6,27.0,3.2,5.0,8.9,0.51,133.0,0.56,1
822,9.4,0.053,0.21,0.99445,6.8,34.0,3.3,5.0,5.4,0.43,104.0,0.18,1
823,9.6,0.047,0.23,0.9945,6.7,36.0,3.34,6.0,6.2,0.43,117.0,0.19,1
824,11.7,0.036,0.42,0.9939,8.4,7.0,3.16,5.0,5.1,0.52,77.0,0.18,1
825,9.8,0.042,0.37,0.9958,7.0,36.0,3.26,6.0,7.2,0.56,167.0,0.21,1
826,10.2,0.046,0.38,0.9956,6.8,24.0,3.33,6.0,8.1,0.59,155.0,0.25,1
828,10.9,0.044,0.36,0.9959,7.1,20.0,3.16,7.0,10.7,0.44,90.0,0.16,1
829,11.0,0.043,0.36,0.9925,7.1,21.0,3.16,7.0,1.2,0.42,90.0,0.16,1
831,11.5,0.037,0.4,0.9935,7.4,34.0,3.05,4.0,5.5,0.62,161.0,0.17,1
833,12.2,0.035,0.34,0.99045,6.9,27.0,3.18,6.0,1.3,0.44,82.0,0.25,1
839,12.0,0.034,0.35,0.9924,7.5,12.0,3.16,7.0,6.0,0.39,126.0,0.34,1
840,12.0,0.036,0.35,0.9924,7.6,12.0,3.16,7.0,6.3,0.39,126.0,0.33,1
841,8.8,0.044,0.32,0.99975,8.7,35.0,3.12,7.0,13.4,0.47,169.0,0.23,1
842,8.8,0.044,0.32,0.99975,8.7,35.0,3.12,7.0,13.4,0.47,169.0,0.23,1
843,10.8,0.036,0.35,0.99315,6.9,33.0,3.21,7.0,1.7,0.54,101.0,0.19,1
846,9.3,0.035,0.37,0.99845,6.6,62.0,3.02,5.0,15.4,0.4,153.0,0.22,1
847,10.8,0.026,0.27,0.9921,9.2,17.0,3.08,5.0,1.2,0.39,73.0,0.34,1
848,8.8,0.044,0.32,0.99975,8.7,35.0,3.12,7.0,13.4,0.47,169.0,0.23,1
849,11.5,0.03,0.24,0.9909,6.0,30.0,3.31,6.0,1.8,0.47,105.0,0.2,1
850,10.8,0.036,0.35,0.99315,6.9,33.0,3.21,7.0,1.7,0.54,101.0,0.19,1
851,9.4,0.042,0.49,0.99855,8.2,58.0,3.1,5.0,13.6,0.54,166.0,0.38,1
853,8.6,0.039,0.58,0.9978,7.7,41.0,3.06,5.0,11.1,0.49,151.0,0.34,1
855,10.3,0.038,0.35,0.9949,7.4,30.0,3.49,7.0,2.1,0.77,116.0,0.2,1
856,9.4,0.042,0.49,0.99855,8.2,58.0,3.1,5.0,13.6,0.54,166.0,0.38,1
857,9.4,0.042,0.48,0.9986,8.2,59.0,3.1,5.0,13.7,0.52,169.0,0.4,1
858,10.0,0.038,0.39,0.99725,6.7,60.0,3.17,7.0,10.2,0.54,149.0,0.22,1
861,9.1,0.041,0.42,0.9996,7.3,57.0,3.29,7.0,14.2,0.75,182.0,0.25,1
863,12.1,0.029,0.33,0.99,6.2,24.0,3.24,6.0,1.7,0.5,111.0,0.28,1
865,12.5,0.021,0.33,0.9886,6.1,26.0,3.12,6.0,2.2,0.3,117.0,0.27,1
868,9.0,0.04,0.42,0.9994,7.3,49.0,3.28,7.0,14.4,0.82,173.0,0.28,1
869,10.1,0.037,0.29,0.9926,7.3,37.0,3.19,6.0,1.2,0.7,97.0,0.24,1
871,8.6,0.039,0.58,0.9978,7.7,41.0,3.06,5.0,11.1,0.49,151.0,0.34,1
872,10.7,0.03,0.21,0.9915,6.3,24.0,3.06,6.0,4.0,0.34,125.0,0.26,1
874,10.1,0.029,0.29,0.9932,7.7,10.0,3.35,5.0,1.3,0.39,64.0,0.15,1
875,10.0,0.037,0.32,0.993,7.1,28.0,3.2,7.0,2.2,0.57,141.0,0.21,1
880,10.0,0.037,0.32,0.993,7.1,28.0,3.2,7.0,2.2,0.57,141.0,0.21,1
881,9.9,0.04,0.44,0.9953,8.8,9.0,3.19,6.0,1.9,0.48,121.0,0.36,1
882,11.5,0.022,0.43,0.9928,7.4,22.0,3.13,6.0,6.0,0.55,125.0,0.26,1
883,11.5,0.022,0.43,0.9928,7.4,22.0,3.13,6.0,6.0,0.55,125.0,0.26,1
884,9.8,0.035,0.29,0.9976,6.8,38.0,3.35,6.0,12.2,0.52,236.0,0.23,1
885,12.2,0.024,0.27,0.9906,6.1,20.0,3.4,7.0,2.6,0.67,105.0,0.34,1
886,11.4,0.04,0.31,0.9918,7.3,39.0,3.19,6.0,1.6,0.51,173.0,0.26,1
887,11.0,0.044,0.32,0.99185,6.5,34.0,3.37,7.0,2.0,0.68,90.0,0.3,1
888,11.4,0.04,0.31,0.9918,7.3,39.0,3.19,6.0,1.6,0.51,173.0,0.26,1
889,11.0,0.044,0.32,0.99185,6.5,34.0,3.37,7.0,2.0,0.68,90.0,0.3,1
891,11.0,0.031,0.18,0.9908,5.8,40.0,3.42,7.0,1.2,0.4,114.0,0.26,1
892,9.4,0.036,0.3,0.9928,5.9,38.0,3.58,5.0,1.0,0.48,114.0,0.26,1
893,12.2,0.037,0.29,0.9896,7.0,33.0,3.12,7.0,1.4,0.36,128.0,0.31,1
894,11.0,0.031,0.18,0.9908,5.8,40.0,3.42,7.0,1.2,0.4,114.0,0.26,1
895,10.3,0.043,0.39,0.9918,5.6,17.0,3.23,6.0,1.1,0.53,67.0,0.19,1
896,10.5,0.047,0.28,0.9952,6.8,52.0,3.22,6.0,8.7,0.53,242.0,0.18,1
897,10.5,0.044,0.26,0.9923,7.0,12.0,3.08,6.0,1.6,0.46,87.0,0.29,1
898,10.9,0.039,0.29,0.9915,6.6,13.0,3.05,6.0,1.4,0.49,67.0,0.26,1
899,10.5,0.047,0.28,0.9952,6.8,52.0,3.22,6.0,8.5,0.53,242.0,0.18,1
900,11.0,0.052,0.38,0.9947,6.6,30.0,3.32,7.0,7.9,0.56,145.0,0.2,1
901,9.7,0.046,0.29,0.9983,8.0,26.0,3.25,6.0,13.2,0.37,113.0,0.29,1
902,8.9,0.048,0.35,0.9975,6.1,63.0,3.08,5.0,12.8,0.4,229.0,0.28,1
903,9.6,0.047,0.3,0.995,5.9,60.0,3.2,6.0,7.7,0.39,206.0,0.31,1
905,11.1,0.047,0.42,0.994,8.4,9.0,3.06,4.0,1.6,0.65,101.0,0.19,1
906,10.3,0.048,0.45,0.9944,8.3,8.0,3.08,4.0,1.3,0.61,72.0,0.27,1
908,9.8,0.054,0.37,0.99795,8.0,23.0,3.32,4.0,9.6,0.47,159.0,0.23,1
909,8.8,0.049,0.31,0.9985,7.5,46.0,3.08,5.0,13.0,0.53,217.0,0.24,1
910,9.9,0.04,0.2,0.99425,6.3,24.0,3.15,5.0,5.8,0.63,144.0,0.33,1
911,9.9,0.042,0.19,0.99425,6.2,22.0,3.15,5.0,5.6,0.63,143.0,0.33,1
912,9.9,0.041,0.19,0.9943,6.3,22.0,3.15,5.0,5.8,0.63,145.0,0.34,1
913,9.2,0.038,0.05,0.9924,5.8,11.0,3.36,5.0,0.8,0.35,30.0,0.29,1
914,9.5,0.05,0.26,0.9946,8.0,11.5,3.24,4.0,1.2,0.37,88.0,0.32,1
915,9.2,0.038,0.05,0.9924,5.6,11.0,3.36,5.0,0.8,0.35,30.0,0.29,1
916,10.3,0.042,0.39,0.995,7.4,36.0,3.36,7.0,4.7,0.56,137.0,0.13,1
917,11.0,0.037,0.32,0.9919,7.7,23.0,2.93,6.0,1.6,0.33,124.0,0.3,1
918,11.9,0.031,0.34,0.99,7.0,27.0,3.06,6.0,1.4,0.39,107.0,0.24,1
919,10.2,0.04,0.4,0.9923,8.6,20.0,2.94,7.0,1.1,0.32,107.0,0.18,1
920,9.4,0.057,0.32,0.9956,7.0,59.0,3.55,7.0,4.6,0.44,144.0,0.11,1
923,10.0,0.044,0.27,0.9967,6.5,69.0,3.17,6.0,12.9,0.43,215.0,0.26,1
925,9.8,0.047,0.23,0.9936,6.3,13.0,3.28,5.0,2.9,0.43,100.0,0.27,1
926,9.3,0.042,0.1,0.9932,5.4,26.0,3.36,5.0,2.8,0.38,80.0,0.595,1
927,9.5,0.057,0.33,0.9934,6.7,52.0,3.02,7.0,2.9,0.48,173.0,0.25,1
928,10.0,0.055,0.35,0.998,6.5,47.0,3.58,5.0,12.0,0.47,179.0,0.25,1
929,9.0,0.044,0.58,0.9978,6.1,42.0,3.15,5.0,15.0,0.51,115.0,0.36,1
930,11.9,0.017,0.52,0.9929,7.7,21.0,3.14,7.0,5.9,0.4,84.0,0.17,1
931,8.9,0.033,0.43,0.9974,6.4,64.0,3.08,5.0,12.6,0.38,230.0,0.26,1
933,9.6,0.037,0.33,0.99495,5.9,58.0,3.26,5.0,7.4,0.41,205.0,0.29,1
934,8.9,0.039,0.43,0.99745,6.2,64.0,3.08,5.0,13.0,0.38,233.0,0.28,1
935,8.9,0.041,0.44,0.99505,6.1,61.0,3.12,5.0,6.7,0.4,230.0,0.27,1
936,11.4,0.048,0.32,0.992,6.4,10.0,3.08,5.0,1.4,0.41,67.0,0.43,1
937,9.0,0.044,0.58,0.9978,6.1,42.0,3.15,5.0,15.0,0.51,115.0,0.36,1
938,10.0,0.044,0.29,0.9956,6.2,56.0,3.36,6.0,7.3,0.55,244.0,0.35,1
939,9.6,0.044,0.29,0.9982,7.7,39.0,3.06,7.0,15.3,0.47,194.0,0.24,1
940,9.7,0.034,0.28,0.99485,6.2,40.0,3.14,5.0,7.5,0.6,197.0,0.34,1
941,9.5,0.037,0.46,0.9971,6.3,61.0,3.25,6.0,11.75,0.53,212.0,0.27,1
942,10.0,0.039,0.19,0.99265,5.4,27.0,3.54,7.0,1.6,0.41,88.0,0.415,1
943,12.2,0.03,0.36,0.9904,6.9,31.0,3.14,7.0,3.5,0.38,135.0,0.48,1
944,8.7,0.051,0.33,0.9965,6.5,16.0,3.28,7.0,8.0,0.44,131.0,0.18,1
